covariate,coef,exp(coef),se(coef),coef_transformed,se_transformed,imp_num,pval,OR,OR_lower,OR_upper,Indel
screen_sex,0.06381022507660242,1.065890100354385,0.24018912997636838,0.1317583655808979,0.4959538562666545,1,0.7904960028160258,1.1408326215317488,0.4315839080519839,3.015633915141799,espK
diabetes,0.025736870087904335,1.026070922997338,0.24017942513013704,0.11914821732828314,1.1119048371245774,1,0.9146645487676025,1.1265368782011707,0.12743546266987613,9.958651315409954,espK
fstrom1_baseline,-0.24861746627076076,0.7798782460652026,0.22897767641767267,-0.5373775929858862,0.49492690295066905,1,0.2775800383255629,0.584278461016477,0.22148143725000405,1.5413540938080426,espK
HIV_Low_CD4,0.26311700872790406,1.3009789359365167,0.18296847321539686,1.1761112121779034,0.8178539041017883,1,0.1504211148687491,3.241743207668987,0.6525594815495962,16.104124331337765,espK
smear_pos_no_contam_sputum_specimen_1,0.5373623608872835,1.7114866193727531,0.4240217268396255,1.4182106500626386,1.1190812245743553,1,0.20504835540774036,4.129724303162886,0.4606354886245741,37.02411829157607,espK
TTP_baseline,0.1529256434847516,1.1652383326595694,0.2824104287672086,0.4672185066028069,0.8628204908670548,1,0.588162030672527,1.5955500035407812,0.29408731068294086,8.656544234727699,espK
RIF_pred_MIC_high,1.350027965206897,3.8575334059083994,0.4856573246425457,2.8188915633705256,1.0140644271129344,1,0.005439316793439993,16.758264898806548,2.296443928059602,122.2931851229083,ceoC
smoked_substance_use,0.2151001820520418,1.2399861150972582,0.2665854054598528,0.4407497947080131,0.5462452965295723,1,0.4197404854115895,1.5538718667358442,0.5326603429439579,4.53294075712179,ceoC
screen_years,-0.06549002180511637,0.9366083923740703,0.2633574817612462,-0.005130547471442556,0.02063166303649148,1,0.8036133634594939,0.9948825913079219,0.9554547594241993,1.0359374535787116,ceoC
Indel_Change,0.0469600349782077,1.0480801216977425,0.24030326901738844,1.0659221499084672,5.454522707657991,1,0.8450642579493687,2.903515226221848,6.607329446218645e-05,127591.65011405289,ceoC
Lineage_2,1.2325913248348692,3.4301065499984884,0.5037687093049263,2.4630521173103803,1.006666655109266,1,0.014415457011086128,11.740590571022045,1.6323516887094094,84.44348599005258,ceoC
HIV_High_CD4,0.01776711443098171,1.0179258885339255,0.2316621660216036,0.04574596020253631,0.5964732353374095,1,0.9388669219174036,1.0468084461698988,0.3251983097798676,3.3696605733111267,ceoC
bl_prevtb,0.1793005932343064,1.1963803139510851,0.23121060389947518,0.3673948525061022,0.4737607622217364,1,0.43805251742298856,1.4439679609346576,0.5705473140650034,3.654461989051166,ceoC
peth_value_baseline,-0.19934146970134675,0.8192700896505692,0.33006917287728943,-0.0006018379297336782,0.0009965219378134911,1,0.5458845540692144,0.9993983431383868,0.9974482761585921,1.001352222607828,ceoC
high_lung_involvement,0.2564199203510985,1.2922952751040784,0.26268281780739233,0.5204181578338498,0.5331290484403362,1,0.32898619873811963,1.682731149814151,0.5918538342303273,4.784262530354593,ceoC
underweight,0.287166219484578,1.332645706749418,0.25354317111677643,0.5785750642255172,0.5108322168816527,1,0.25737692656688815,1.783495253058248,0.6553160222359233,4.853925754521151,ceoC
screen_sex,0.057961046773684195,1.0596737171962,0.24002023927541632,0.11968070604814156,0.4956051227730406,1,0.8091800179797322,1.1271369061211889,0.42669428381472446,2.9773954171180876,ceoC
diabetes,0.0321982439302665,1.0327222159240874,0.24020585067738,0.14906099118849178,1.1120271735561313,1,0.8933674822159572,1.1607437821929998,0.131273516685791,10.263502966288273,ceoC
fstrom1_baseline,-0.2391723515871769,0.7872791818623793,0.22855448667137104,-0.5169623218053316,0.4940121937363285,1,0.2953502713824626,0.5963292558204252,0.22645513583729907,1.5703268553945966,ceoC
HIV_Low_CD4,0.26290356164359713,1.3007012754098652,0.1835070014962103,1.1751571214094132,0.820261080863951,1,0.1519543701542579,3.238651765393511,0.6488685955256422,16.16485268329187,ceoC
smear_pos_no_contam_sputum_specimen_1,0.5327745162482218,1.7036525691051263,0.4186255126647011,1.4061023771326056,1.1048394968875475,1,0.20313314490821854,4.080021986022702,0.4679736699375731,35.571615404450526,ceoC
